Program,PTT,Satellite,Location date,Location class,Latitude,Longitude,Latitude solution 2,Longitude solution 2,Number of messages,Nbr mes > - 120 dB,Best level,Pass duration,NOPC,Location index,Frequency,Altitude,Error radius,Semi-major axis,Semi-minor axis,Ellipse orientation,GDOP,Message date,Compression index,1,2,3,4,5,6,7,8
6615,177846,NP,4/26/19 21:46,2,-19.547,-65.01,-19.547,-65.01,5,0,-133,299,3,58,401621711,3.204,490,1008,238,61,263,4/26/19 21:45,1,118,174,1,0,0,18,101,1
6615,177846,SR,4/26/19 22:37,B,-19.556,-65.011,-19.556,-65.011,1,0,-133,0,3,8,401621717.7,3.328,5780,8664,3855,104,3807,4/26/19 22:37,0,0,,,,,,,
6615,177846,MA,4/27/19 0:28,B,-19.57,-65.008,-19.57,-65.008,1,0,-135,0,3,8,401621711.5,3.255,8731,13277,5741,82,6641,4/27/19 0:28,0,0,,,,,,,
6615,177846,MC,4/27/19 1:07,1,-19.561,-65.027,-19.561,-65.027,4,0,-131,251,3,58,401621714.6,3.334,868,1875,401,176,583,4/27/19 1:08,0,0,,,,,,,
6615,177846,MA,4/27/19 13:13,0,-19.661,-64.594,-19.661,-64.594,4,0,-133,451,3,40,401621708.6,3.142,32379,648118,1617,103,1471,4/27/19 13:19,0,0,,,,,,,
6615,177846,MC,4/27/19 13:53,B,-19.526,-64.979,-19.526,-64.979,2,0,-131,101,3,0,401621735.1,2.729,15450,22732,10500,138,14621,4/27/19 13:54,0,0,,,,,,,
6615,177846,MA,4/28/19 1:42,1,-19.55,-64.968,-19.55,-64.968,6,0,-130,301,3,58,401621700.4,3.772,968,11014,85,80,824,4/28/19 1:44,1,111,176,1,0,7,22,102,1
6615,177846,MC,4/28/19 2:23,1,-19.562,-65.002,-19.562,-65.002,5,0,-127,197,2,57,401621714.7,3.072,1453,10429,202,77,770,4/28/19 2:24,1,113,174,1,0,47,22,102,1
6615,177846,MA,4/28/19 12:55,0,-19.557,-64.965,-19.557,-64.965,4,0,-131,300,3,48,401621707.3,3.814,4044,7183,2276,104,253,4/28/19 12:55,1,109,172,2,0,20,9,103,1
6615,177846,MC,4/28/19 13:36,A,-19.542,-64.903,-19.542,-64.903,3,0,-127,99,3,5,401621757.5,2.841,18676,243859,1430,98,2258,4/28/19 13:35,1,112,175,2,0,0,10,103,1
6615,177846,NP,4/28/19 21:23,0,-19.549,-64.953,-19.549,-64.953,6,0,-136,345,2,48,401621698.4,3.394,11740,455190,302,76,3324,4/28/19 21:22,1,111,185,3,0,50,17,103,1
6615,177846,SR,4/28/19 21:33,0,-19.571,-65.011,-19.571,-65.011,4,0,-132,400,2,46,401621686.9,3.358,2167,3522,1332,101,229,4/28/19 21:35,1,113,184,3,0,3,18,103,1
6615,177846,MA,4/29/19 1:23,2,-19.566,-65.022,-19.566,-65.022,6,0,-127,297,3,58,401621703.7,3.572,483,2018,115,70,323,4/29/19 1:24,1,111,172,0,0,53,21,103,1
6615,177846,MC,4/29/19 2:03,0,-19.547,-65.01,-19.547,-65.01,4,0,-126,150,3,48,401621698.9,3.188,9172,246684,341,78,2456,4/29/19 2:04,0,0,,,,,,,
6615,177846,MA,4/29/19 12:39,B,-19.508,-65.038,-19.508,-65.038,1,0,-135,0,2,8,401621723.4,3.174,30296,42741,21473,149,13396,4/29/19 12:39,0,0,,,,,,,
6615,177846,MC,4/29/19 13:16,B,-19.524,-65.046,-19.524,-65.046,1,0,-131,0,3,8,401621719,3.488,19229,51335,7202,106,10338,4/29/19 13:16,0,0,,,,,,,
6615,177846,SR,4/29/19 21:07,B,-19.457,-65.012,-19.457,-65.012,1,0,-140,0,3,8,401621719.7,2.504,25158,36810,17193,119,15618,4/29/19 21:07,0,0,,,,,,,
6615,177846,NP,4/29/19 21:09,0,-19.543,-64.991,-19.543,-64.991,5,0,-135,248,3,48,401621697.4,3.039,1840,7412,456,68,425,4/29/19 21:09,1,118,174,0,0,40,17,104,1
6615,177846,SR,4/29/19 22:42,1,-19.554,-64.96,-19.554,-64.96,4,0,-131,152,3,57,401621716.9,3.648,691,3649,130,79,1011,4/29/19 22:42,1,117,168,0,0,14,19,104,1
6615,177846,MA,4/30/19 12:17,B,-19.599,-65.001,-19.599,-65.001,1,0,-135,0,3,0,401621722.8,3.378,7944,18444,3421,131,13567,4/30/19 12:17,0,0,,,,,,,
6615,177846,MC,4/30/19 12:55,B,-19.58,-64.986,-19.58,-64.986,2,0,-132,49,3,8,401621713.6,3.415,2816,29455,269,71,6535,4/30/19 12:56,0,0,,,,,,,
6615,177846,MA,4/30/19 13:51,0,-19.558,-65.047,-19.558,-65.047,5,0,-127,300,3,47,401621732.7,3.75,4703,31259,707,93,759,4/30/19 13:53,0,0,,,,,,,
6615,177846,NP,4/30/19 20:58,B,-19.573,-65.15,-19.573,-65.15,2,0,-135,49,3,8,401621712.1,3.343,23226,327829,1645,62,5290,4/30/19 20:58,0,0,,,,,,,
6615,177846,MA,5/1/19 0:42,A,-19.617,-65.035,-19.617,-65.035,3,0,-131,149,3,8,401621750,3.974,1908,8944,406,32,1681,5/1/19 0:43,0,0,,,,,,,
6615,177846,MC,5/1/19 1:23,B,-19.614,-65.042,-19.614,-65.042,2,0,-133,51,3,8,401621749.8,4.171,2898,11928,703,15,2699,5/1/19 1:23,0,0,,,,,,,
6615,177846,MC,5/1/19 12:35,B,-19.492,-65.013,-19.492,-65.013,1,0,-133,0,3,8,401621729.1,2.703,11656,24295,5592,123,12511,5/1/19 12:35,0,0,,,,,,,
6615,177846,MA,5/1/19 13:34,0,-19.565,-65.017,-19.565,-65.017,6,0,-126,298,3,48,401621712.4,3.525,3413,6217,1873,105,205,5/1/19 13:33,1,121,181,2,0,15,10,106,1
6615,177846,MC,5/1/19 14:14,B,-19.565,-65.025,-19.565,-65.025,1,0,-131,0,3,8,401621702.9,3.42,52299,71966,38006,89,3540,5/1/19 14:14,0,0,,,,,,,
6615,177846,NP,5/1/19 20:46,A,-19.514,-64.964,-19.514,-64.964,3,0,-134,98,3,8,401621664.7,3.497,3530,31527,395,65,2511,5/1/19 20:46,1,112,198,1,0,31,17,106,1
6615,177846,SR,5/1/19 21:44,B,-19.528,-64.998,-19.528,-64.998,2,0,-136,51,3,6,401621714.9,2.906,6674,46009,968,115,3491,5/1/19 21:44,0,0,,,,,,,
6615,177846,MB,5/2/19 1:31,B,-19.562,-65.063,-19.562,-65.063,1,0,-135,0,3,8,401621703.1,3.971,14902,18489,12010,122,9513,5/2/19 1:31,0,0,,,,,,,
6615,177846,MA,5/2/19 2:03,2,-19.557,-65.004,-19.557,-65.004,8,0,-131,349,3,48,401621698.8,3.07,480,698,329,74,166,5/2/19 2:04,1,108,176,1,0,51,22,106,1
6615,177846,MA,5/2/19 13:13,0,-19.519,-65.149,-19.519,-65.149,4,0,-127,198,3,48,401621719.3,3.384,5266,98416,281,100,1747,5/2/19 13:14,1,110,173,2,0,2,10,107,1
6615,177846,MC,5/2/19 13:53,1,-19.575,-64.92,-19.575,-64.92,4,0,-125,298,2,58,401621718.8,3.365,611,1424,262,83,319,5/2/19 13:53,1,120,180,2,0,42,10,107,30
6615,177846,SR,5/2/19 21:14,B,-19.95,-64.393,-19.95,-64.393,1,0,-138,0,3,8,401621782.1,2.314,13811,23012,8288,136,10281,5/2/19 21:14,0,0,,,,,,,
6615,177846,MA,5/3/19 1:41,0,-19.463,-64.635,-19.463,-64.635,6,0,-129,398,3,48,401621686,3.236,13101,107298,1599,76,555,5/3/19 1:41,1,107,176,0,0,35,22,107,1
6615,177846,MC,5/3/19 2:22,1,-19.548,-64.999,-19.548,-64.999,7,0,-126,301,2,48,401621694.8,2.953,850,1343,537,73,188,5/3/19 2:24,0,0,,,,,,,
6615,177846,MA,5/3/19 12:54,B,-19.571,-65.028,-19.571,-65.028,1,0,-134,0,3,8,401621697,3.552,42536,88299,20490,133,12226,5/3/19 12:54,0,0,,,,,,,
6615,177846,MC,5/3/19 13:33,0,-19.547,-65.137,-19.547,-65.137,4,0,-128,250,3,48,401621685.2,3.514,1883,8196,432,92,636,5/3/19 13:33,1,117,175,1,0,29,10,108,1
6615,177846,NP,5/3/19 20:27,B,-19.795,-65.632,-19.795,-65.632,1,0,-137,0,2,8,401621606.5,4.74,21156,33138,13506,54,10165,5/3/19 20:27,0,0,,,,,,,
6615,177846,SR,5/3/19 22:19,0,-19.569,-64.967,-19.569,-64.967,5,0,-133,249,3,46,401621694.3,3.866,3552,6846,1842,113,239,5/3/19 22:20,0,0,,,,,,,
6615,177846,MA,5/4/19 1:18,A,-19.556,-64.912,-19.556,-64.912,3,0,-132,148,3,8,401621685.3,3.347,28159,402205,1971,90,2940,5/4/19 1:19,0,0,,,,,,,
6615,177846,MC,5/4/19 1:59,0,-19.529,-64.886,-19.529,-64.886,4,0,-127,152,3,47,401621696.3,2.75,12787,439398,372,77,3857,5/4/19 1:58,1,108,162,1,0,55,22,108,1
6615,177846,MA,5/4/19 12:35,B,-19.578,-64.992,-19.578,-64.992,1,0,-133,0,2,8,401621717.3,3.263,23885,37618,15164,145,13022,5/4/19 12:35,0,0,,,,,,,
6615,177846,MC,5/4/19 13:13,1,-19.541,-64.979,-19.541,-64.979,6,0,-128,301,3,46,401621730.4,3.068,1143,2838,459,72,389,5/4/19 13:14,1,125,170,3,0,14,10,109,1
6615,177846,SR,5/4/19 21:47,A,-19.572,-65.018,-19.572,-65.018,3,0,-133,153,3,8,401621666.8,3.548,1750,4138,739,74,401,5/4/19 21:50,0,0,,,,,,,
6615,177846,NP,5/4/19 21:52,0,-19.556,-65.002,-19.556,-65.002,4,0,-136,199,3,46,401621687.2,3.008,2518,9185,690,102,507,5/4/19 21:54,0,0,,,,,,,
6615,177846,MA,5/5/19 0:57,A,-19.55,-64.923,-19.55,-64.923,3,0,-133,201,3,8,401621682.8,3.344,5591,55548,562,88,2226,5/5/19 0:57,0,0,,,,,,,
6615,177846,MC,5/5/19 1:38,0,-19.546,-65.005,-19.546,-65.005,4,0,-131,198,3,57,401621696.7,3.042,2556,27370,238,86,1393,5/5/19 1:39,1,110,163,3,0,40,22,109,1
6615,177846,MC,5/5/19 12:53,B,-19.418,-65.289,-19.418,-65.289,1,0,-132,0,3,8,401621694.4,3.098,15389,36292,6525,132,12411,5/5/19 12:53,0,0,,,,,,,
6615,177846,MA,5/5/19 13:50,A,-19.518,-64.999,-19.518,-64.999,3,0,-124,102,3,5,401621773.3,2.848,1544,4720,505,21,1066,5/5/19 13:50,1,128,178,3,0,55,10,110,1
6615,177846,SR,5/5/19 21:15,B,-19.578,-64.902,-19.578,-64.902,2,0,-138,100,3,8,401621675.4,3.21,6975,124526,390,113,6623,5/5/19 21:16,0,0,,,,,,,
6615,177846,NP,5/5/19 21:39,B,-19.548,-64.969,-19.548,-64.969,1,0,-138,0,3,6,401621710,3.8,4837,9237,2532,108,4504,5/5/19 21:39,0,0,,,,,,,
6615,177846,MA,5/6/19 0:38,B,-19.594,-64.845,-19.594,-64.845,1,0,-134,0,3,8,401621702.7,2.042,9713,16631,5672,110,8274,5/6/19 0:38,0,0,,,,,,,
6615,177846,MC,5/6/19 1:21,2,-19.558,-64.998,-19.558,-64.998,7,0,-130,448,3,58,401621696.7,3.009,415,542,317,63,221,5/6/19 1:18,1,111,176,3,0,28,22,110,1
6615,177846,MC,5/6/19 12:28,B,-19.548,-64.904,-19.548,-64.904,2,0,-132,99,3,8,401621732.7,2.927,9987,109221,913,130,6815,5/6/19 12:29,0,0,,,,,,,
6615,177846,MA,5/6/19 13:28,2,-19.55,-64.982,-19.55,-64.982,7,0,-127,299,3,58,401621730,3.572,443,1043,188,111,210,5/6/19 13:32,0,0,,,,,,,
6615,177846,MC,5/6/19 14:10,0,-19.611,-65.037,-19.611,-65.037,6,0,-128,250,3,48,401621668.6,4.184,1874,2312,1518,23,243,5/6/19 14:09,1,123,180,2,0,20,11,111,1
6615,177846,SR,5/6/19 22:25,1,-19.559,-64.998,-19.559,-64.998,5,0,-134,199,3,48,401621691.8,3.027,538,605,477,113,237,5/6/19 22:25,1,110,184,0,0,40,19,111,1
6615,177846,MA,5/7/19 1:58,2,-19.549,-65.01,-19.549,-65.01,5,0,-129,251,3,58,401621700.4,3.056,378,901,158,107,396,5/7/19 1:59,0,0,,,,,,,
6615,177846,MC,5/7/19 2:38,B,-19.557,-65.005,-19.557,-65.005,2,0,-131,98,3,8,401621697.7,3.104,3417,25049,466,129,2325,5/7/19 2:38,1,108,171,0,0,54,23,111,1
6615,177846,MA,5/7/19 13:09,B,-19.487,-65.284,-19.487,-65.284,2,0,-133,249,3,8,401621717,3.209,16499,408525,666,68,8321,5/7/19 13:11,0,0,,,,,,,
6615,177846,MC,5/7/19 13:47,0,-19.547,-64.969,-19.547,-64.969,6,0,-128,348,3,48,401621701.4,3.805,2632,8757,790,103,268,5/7/19 13:49,1,113,178,3,0,6,11,112,1
6615,177846,SR,5/7/19 21:53,0,-19.547,-65.004,-19.547,-65.004,5,0,-133,245,3,48,401621683.4,3.051,2421,9172,639,95,334,5/7/19 21:55,1,107,186,2,0,16,19,112,1
6615,177846,MA,5/8/19 1:36,A,-19.555,-65.027,-19.555,-65.027,3,0,-130,150,3,8,401621704.7,3.228,27064,0,526,78,6153,5/8/19 1:36,0,0,,,,,,,
6615,177846,MC,5/8/19 2:18,2,-19.555,-65,-19.555,-65,6,0,-127,351,2,58,401621711.8,2.983,379,909,158,71,217,5/8/19 2:20,1,116,172,2,0,43,23,112,1
6615,177846,MA,5/8/19 12:50,1,-19.529,-65.037,-19.529,-65.037,5,0,-128,299,3,48,401621741.1,3.253,713,1728,293,86,290,5/8/19 12:50,1,124,175,2,0,14,10,113,1
6615,177846,MC,5/8/19 13:28,0,-19.615,-64.968,-19.615,-64.968,6,0,-128,250,3,48,401621681.3,3.921,7044,47765,1038,97,481,5/8/19 13:30,1,129,182,2,47,48,75,33,1
6615,177846,NP,5/8/19 21:08,0,-19.55,-65.003,-19.55,-65.003,5,0,-137,199,3,48,401621704.2,3.025,18892,256555,1391,69,1994,5/8/19 21:10,1,117,190,1,0,37,18,116,253
6615,177846,MA,5/9/19 1:16,1,-19.559,-65.023,-19.559,-65.023,4,0,-129,248,3,58,401621690.2,3.438,1013,5853,175,61,614,5/9/19 1:15,1,109,175,3,0,44,22,113,1
6615,177846,MC,5/9/19 1:56,1,-19.559,-65.04,-19.559,-65.04,7,0,-127,349,3,58,401621684.4,3.542,538,3038,95,78,431,5/9/19 1:55,1,108,173,3,0,24,23,113,1
6615,177846,MA,5/9/19 12:26,A,-19.605,-64.976,-19.605,-64.976,3,0,-130,302,2,8,401621698.6,3.741,750,2735,205,45,729,5/9/19 12:26,0,0,,,,,,,
6615,177846,MC,5/9/19 13:10,B,-19.599,-64.968,-19.599,-64.968,2,0,-130,103,3,7,401621715,4.013,2862,36692,223,95,2803,5/9/19 13:09,0,0,,,,,,,
6615,177846,MB,5/9/19 13:45,B,-19.613,-64.955,-19.613,-64.955,1,0,-135,0,3,8,401621685.8,3.78,7769,8516,7087,82,5458,5/9/19 13:45,0,0,,,,,,,
6615,177846,NP,5/9/19 20:54,B,-19.555,-64.969,-19.555,-64.969,1,0,-138,0,2,8,401621693.6,3.906,3699,13496,1013,86,10460,5/9/19 20:54,0,0,,,,,,,
6615,177846,SR,5/9/19 22:32,B,-19.562,-64.98,-19.562,-64.98,2,0,-131,50,3,8,401621696.9,3.507,4460,52128,381,121,4335,5/9/19 22:32,0,0,,,,,,,
6615,177846,MA,5/10/19 0:54,B,-19.563,-64.981,-19.563,-64.981,2,0,-133,51,3,8,401621684,3.43,7992,60959,1047,88,6142,5/10/19 0:54,0,0,,,,,,,
6615,177846,MC,5/10/19 1:35,A,-19.55,-64.974,-19.55,-64.974,3,0,-131,98,3,8,401621680.6,3.738,2509,36298,173,86,3835,5/10/19 1:35,0,0,,,,,,,
6615,177846,MA,5/10/19 12:08,B,-19.561,-65.086,-19.561,-65.086,2,0,-133,101,3,8,401621694.1,3.792,2357,19148,290,46,5059,5/10/19 12:07,1,113,166,0,0,43,9,115,1
6615,177846,MC,5/10/19 12:50,B,-19.507,-65.046,-19.507,-65.046,2,0,-132,50,3,6,401621721.3,3.346,2239,9350,536,97,3473,5/10/19 12:49,0,0,,,,,,,
6615,177846,MA,5/10/19 13:42,0,-19.528,-64.953,-19.528,-64.953,5,0,-127,347,3,48,401621716.2,3.095,2693,6661,1088,85,278,5/10/19 13:47,0,0,,,,,,,
6615,177846,NP,5/10/19 20:49,B,-19.537,-64.925,-19.537,-64.925,1,0,-140,0,3,8,401621701.1,3.19,94913,104513,86195,30,12022,5/10/19 20:49,0,0,,,,,,,
6615,177846,SR,5/10/19 22:01,B,-19.563,-64.903,-19.563,-64.903,1,0,-133,0,3,8,401621701.7,3.068,109168,644881,18480,95,15965,5/10/19 22:01,1,108,172,3,0,40,19,115,1
6615,177846,MA,5/11/19 0:35,B,-19.558,-65,-19.558,-65,2,0,-132,50,2,8,401621700.5,2.989,2352,7703,717,10,3982,5/11/19 0:35,1,113,163,1,0,13,22,115,1
6615,177846,MC,5/11/19 1:16,B,-19.55,-65.005,-19.55,-65.005,1,0,-132,0,3,7,401621710.5,3.088,3052,4090,2276,16,5153,5/11/19 1:16,0,0,,,,,,,
6615,177846,MC,5/11/19 12:27,B,-19.573,-65.095,-19.573,-65.095,1,0,-132,0,3,8,401621712.7,3.404,7137,15557,3274,103,13035,5/11/19 12:27,1,120,172,1,0,7,10,116,1
6615,177846,MA,5/11/19 13:26,1,-19.548,-65.101,-19.548,-65.101,6,0,-127,349,3,48,401621712.5,3.352,1077,3091,375,104,262,5/11/19 13:23,1,123,174,2,0,4,11,116,1
6615,177846,MC,5/11/19 14:07,A,-19.504,-65.03,-19.504,-65.03,3,0,-132,100,3,6,401621731.4,3.015,2324,8311,649,143,955,5/11/19 14:06,1,114,177,3,0,47,11,116,1
6615,177846,SR,5/11/19 21:30,A,-19.54,-65.038,-19.54,-65.038,3,0,-135,247,3,8,401621694,3.117,306,401,232,21,334,5/11/19 21:30,1,104,180,1,0,14,19,116,1
6615,177846,MA,5/12/19 1:55,2,-19.553,-64.978,-19.553,-64.978,9,0,-129,447,3,48,401621716.3,3.582,478,924,247,80,172,5/12/19 1:56,1,112,168,1,0,40,23,116,1
6615,177846,MC,5/12/19 2:35,1,-19.551,-65.005,-19.551,-65.005,4,0,-127,151,3,58,401621716,3.076,1081,2598,449,125,521,5/12/19 2:35,0,0,,,,,,,
6615,177846,MA,5/12/19 13:05,A,-19.58,-64.941,-19.58,-64.941,3,0,-133,299,3,8,401621689.5,3.634,801,4343,147,105,517,5/12/19 13:05,1,113,178,2,0,51,10,117,1
6615,177846,MC,5/12/19 13:44,0,-19.546,-64.957,-19.546,-64.957,4,0,-130,249,3,46,401621716.3,3.439,1575,3676,674,100,376,5/12/19 13:48,0,0,,,,,,,
6615,177846,SR,5/12/19 22:33,B,-19.38,-65.042,-19.38,-65.042,1,0,-140,0,3,8,401621717.8,2.27,38400,46012,32046,150,12946,5/12/19 22:33,1,113,188,2,0,25,20,117,1
6615,177846,MA,5/13/19 1:35,0,-19.557,-65.028,-19.557,-65.028,7,0,-129,501,3,48,401621694.7,3.259,1575,14804,167,76,615,5/13/19 1:38,0,0,,,,,,,
6615,177846,MC,5/13/19 2:19,0,-19.564,-65.063,-19.564,-65.063,9,0,-126,448,2,48,401621702,3.973,2037,6768,613,73,214,5/13/19 2:19,1,102,175,2,0,11,24,117,1
6615,177846,MA,5/13/19 12:43,A,-19.556,-65.011,-19.556,-65.011,3,0,-131,199,3,8,401621733.6,3.31,2692,3492,2075,41,351,5/13/19 12:46,0,0,,,,,,,
6615,177846,MC,5/13/19 13:27,0,-19.547,-64.976,-19.547,-64.976,4,0,-129,201,3,48,401621740.7,3.673,3692,43630,312,100,1064,5/13/19 13:28,0,0,,,,,,,
6615,177846,NP,5/13/19 21:47,0,-19.583,-65.099,-19.583,-65.099,4,0,-137,401,3,48,401621706.6,3.518,1609,3014,858,77,250,5/13/19 21:49,1,106,178,3,0,46,19,118,1
6615,177846,SR,5/13/19 22:07,B,-19.564,-65.094,-19.564,-65.094,1,0,-135,0,3,6,401621678.1,3.623,11053,16456,7424,100,2385,5/13/19 22:07,0,0,,,,,,,
6615,177846,MA,5/14/19 1:10,0,-19.56,-64.971,-19.56,-64.971,4,0,-131,149,2,48,401621695.8,3.915,20333,267735,1544,94,3241,5/14/19 1:09,1,102,169,3,0,6,12,163,178
6615,177846,MA,5/14/19 12:26,B,-19.569,-65.075,-19.569,-65.075,2,0,-133,51,3,8,401621715.3,3.978,9838,86906,1113,92,6695,5/14/19 12:25,0,0,,,,,,,
6615,177846,MC,5/14/19 13:00,B,-19.569,-65.066,-19.569,-65.066,1,0,-133,0,3,8,401621718.8,4.039,7105,13887,3635,87,5581,5/14/19 13:00,0,0,,,,,,,
6615,177846,MA,5/15/19 0:52,1,-19.534,-64.996,-19.534,-64.996,4,0,-134,248,3,48,401621706.1,2.923,1225,2570,583,14,494,5/15/19 0:52,0,0,,,,,,,
6615,177846,MC,5/15/19 1:29,A,-19.56,-65.032,-19.56,-65.032,3,0,-131,251,3,8,401621712,3.237,1513,13347,171,75,1097,5/15/19 1:31,1,105,176,0,0,35,23,119,1
6615,177846,MA,5/15/19 12:05,B,-19.565,-65.037,-19.565,-65.037,1,0,-133,0,3,8,401621713.1,3.494,12775,25917,6297,130,12358,5/15/19 12:05,0,0,,,,,,,
6615,177846,MC,5/15/19 12:44,0,-19.677,-65.009,-19.677,-65.009,4,0,-132,300,3,48,401621659.4,3.226,3341,6530,1709,69,442,5/15/19 12:48,0,0,,,,,,,
6615,177846,MA,5/15/19 13:44,A,-19.547,-65.034,-19.547,-65.034,3,0,-127,99,3,5,401621730.7,3.304,6257,42160,928,118,1503,5/15/19 13:43,1,120,183,1,0,48,11,120,1
6615,177846,SR,5/15/19 22:43,B,-19.513,-65.008,-19.513,-65.008,1,0,-136,0,3,8,401621728.3,2.748,37130,115715,11914,109,10807,5/15/19 22:43,0,0,,,,,,,
6615,177846,MA,5/16/19 2:12,1,-19.556,-65.008,-19.556,-65.008,5,0,-129,199,3,48,401621702.5,3.226,733,1201,447,139,336,5/16/19 2:11,1,101,173,3,0,21,24,120,1
6615,177846,MC,5/16/19 12:23,B,-19.65,-65.021,-19.65,-65.021,1,0,-134,0,3,8,401621712.3,3.693,21941,50829,9470,108,11793,5/16/19 12:24,0,0,,,,,,,
6615,177846,MA,5/16/19 13:24,0,-19.556,-65.066,-19.556,-65.066,5,0,-130,197,3,48,401621717.2,4.073,15126,214783,1065,103,1123,5/16/19 13:24,1,123,187,2,0,35,11,121,1
6615,177846,NP,5/16/19 21:16,A,-19.546,-64.964,-19.546,-64.964,3,0,-137,151,3,8,401621720.8,3.62,25349,498744,1288,73,2967,5/16/19 21:16,1,112,29,3,1,37,132,209,202
6615,177846,SR,5/16/19 22:11,1,-19.566,-64.945,-19.566,-64.945,6,0,-130,300,3,48,401621713.6,3.491,714,2576,197,103,281,5/16/19 22:15,0,0,,,,,,,
6615,177846,MB,5/17/19 1:21,B,-19.579,-64.96,-19.579,-64.96,1,0,-135,0,3,8,401621693.3,3.973,17212,19119,15494,119,8187,5/17/19 1:21,0,0,,,,,,,
6615,177846,MA,5/17/19 1:53,2,-19.553,-65.01,-19.553,-65.01,7,0,-126,351,3,58,401621697.5,3.265,372,1436,96,67,276,5/17/19 1:55,1,103,174,1,0,12,24,121,1
6615,177846,MC,5/17/19 2:33,1,-19.556,-65.007,-19.556,-65.007,4,0,-127,151,3,58,401621696.8,3.172,1351,5676,321,52,687,5/17/19 2:34,0,0,,,,,,,
6615,177846,MA,5/17/19 13:02,A,-19.553,-65.038,-19.553,-65.038,3,0,-129,150,3,8,401621714.5,3.307,875,6393,119,94,819,5/17/19 13:02,0,0,,,,,,,
6615,177846,MC,5/17/19 13:42,A,-19.533,-64.916,-19.533,-64.916,3,0,-131,248,3,7,401621728.5,3.035,1043,4231,256,108,680,5/17/19 13:44,1,111,177,2,0,2,12,122,1
6615,177846,NP,5/17/19 21:03,1,-19.571,-65.06,-19.571,-65.06,5,0,-136,350,2,48,401621699.5,4.174,1076,1447,799,68,259,5/17/19 21:05,1,112,176,3,0,25,19,122,1
6615,177846,SR,5/17/19 21:39,A,-19.53,-65.02,-19.53,-65.02,3,0,-134,298,3,7,401621706.6,3.205,1276,5004,325,128,471,5/17/19 21:39,1,110,174,1,0,3,197,63,225
6615,177846,MA,,,,,,,4,,,353,,,401650000,0,,,,,,5/18/19 1:33,0,0,,,,,,,
6615,177846,MA,,,,,,,5,,,349,,,401650000,0,,,,,,5/18/19 12:41,1,127,171,1,0,4,11,123,1
6615,177846,MC,5/18/19 13:23,0,-19.554,-65.005,-19.554,-65.005,4,0,-127,152,3,40,401621736.4,3.105,2004,13824,290,94,769,5/18/19 13:24,0,0,,,,,,,
6615,177846,MB,5/18/19 13:55,B,-19.572,-65.008,-19.572,-65.008,1,0,-135,0,3,0,401621707.9,3.291,35166,208344,5935,101,13556,5/18/19 13:55,0,0,,,,,,,
6615,177846,NP,5/18/19 20:51,B,-19.504,-65.006,-19.504,-65.006,2,0,-138,247,3,8,401621662.4,2.675,6226,127569,303,163,5733,5/18/19 20:53,0,0,,,,,,,
6615,177846,MC,5/19/19 1:48,0,-19.543,-64.881,-19.543,-64.881,4,0,-130,148,3,58,401621691.9,2.602,8362,168862,414,87,3961,5/19/19 1:48,1,108,177,3,0,17,24,123,1
6615,177846,MA,,,,,,,1,,,0,,,401650000,0,,,,,,5/19/19 12:20,0,0,,,,,,,
6615,177846,MC,5/19/19 13:01,B,-19.578,-64.991,-19.578,-64.991,2,0,-132,51,3,8,401621699.7,3.268,4505,22618,897,7,3256,5/19/19 13:01,1,114,173,1,0,30,11,124,1
6615,177846,NP,5/19/19 20:44,B,-19.567,-65.003,-19.567,-65.003,1,0,-138,0,3,8,401621710.2,3.115,15316,18597,12613,46,12662,5/19/19 20:44,0,0,,,,,,,
6615,177846,SR,5/19/19 22:17,2,-19.557,-65.01,-19.557,-65.01,7,0,-130,301,3,58,401621703.6,3.271,420,843,209,104,196,5/19/19 22:20,1,111,184,2,0,54,20,124,1
6615,177846,MA,,,,,,,1,,,0,,,401650000,0,,,,,,5/20/19 0:55,1,104,175,1,0,30,23,124,1
6615,177846,MC,5/20/19 1:33,B,-19.557,-65.004,-19.557,-65.004,1,0,-133,0,3,8,401621698.1,3.08,14942,20828,10719,48,7545,5/20/19 1:33,0,0,,,,,,,
6615,177846,MA,5/20/19 13:39,1,-19.567,-65.051,-19.567,-65.051,4,0,-130,250,3,40,401621695.5,4.119,1393,1620,1196,143,281,5/20/19 13:39,1,119,181,1,0,15,12,125,1
6615,177846,MC,5/20/19 14:18,A,-19.596,-64.914,-19.596,-64.914,3,0,-131,100,3,6,401621726,3.048,9519,61906,1463,87,2155,5/20/19 14:18,1,114,184,1,0,55,12,125,1
6615,177846,SR,5/20/19 21:47,A,-19.544,-64.985,-19.544,-64.985,3,0,-133,198,3,8,401621704.6,3.31,1719,2845,1038,50,397,5/20/19 21:50,0,0,,,,,,,
6615,177846,MA,5/21/19 2:09,1,-19.552,-65.028,-19.552,-65.028,6,0,-128,250,3,48,401621709.9,3.144,573,1012,324,39,258,5/21/19 2:10,1,110,172,0,0,51,24,125,1
6615,177846,MA,5/21/19 13:13,0,-19.569,-64.933,-19.569,-64.933,4,0,-130,497,3,48,401621739.2,3.451,4656,46198,469,102,771,5/21/19 13:20,0,0,,,,,,,
6615,177846,MC,5/21/19 14:01,B,-19.548,-64.922,-19.548,-64.922,1,0,-132,0,2,8,401621709,3.299,17137,22971,12784,82,3976,5/21/19 14:01,1,122,180,3,0,44,12,126,1
